# ===== SKYLYTICS MOCK DATA — LGA (LaGuardia Airport) =====
# Matches ConnectedMockData.swift deterministic values

## DASHBOARD STATS
active_nodes,high_risk_count,est_impact_minutes,net_sync
1789,401,4.3,0.69

## HOURLY DELAY PATTERN (avg minutes per hour)
01:00,03:00,05:00,07:00,09:00,11:00,13:00,15:00,17:00,19:00,21:00,23:00
9,13,19,28,23,35,31,40,44,32,17,10

## TOP RISK ROUTES
origin,destination,risk_score,avg_delay_minutes
LGA,PHX,0.8,45
LGA,IAH,0.37,52
LGA,MSP,0.54,19
LGA,DTW,0.71,26
LGA,JFK,0.88,33

## FLIGHTS (42 departing + 14 arriving = 42 total)
id,callsign,airline,airline_code,flight_direction,origin,destination,dep_time,status,delay_minutes,delay_probability_%,progress_%,altitude_ft,speed_kts,aircraft_type,tail_number,gate
CM-452,NK552,Spirit,NK,departing,LGA,JFK,16:44,atRisk,39,57.0,75.0,30000,420,Boeing 777,N832SK,C3
CM-454,UA554,United,UA,departing,LGA,ATL,20:58,delayed,53,59.0,85.0,32000,440,Boeing 737 MAX 8,N834SK,E5
CM-457,AA557,American Airlines,AA,departing,LGA,DFW,08:19,atRisk,74,62.0,10.0,35000,470,Airbus A320,N837SK,C8
CM-459,F9559,Frontier,F9,departing,LGA,SEA,12:33,delayed,88,64.0,20.0,37000,490,Airbus A321neo,N839SK,E10
CM-37,AA137,American Airlines,AA,arriving,JFK,LGA,08:19,atRisk,24,92.0,10.0,35000,470,Airbus A320,N237SK,C8
CM-50,AA150,American Airlines,AA,arriving,LAX,LGA,22:56,atRisk,81,64.0,45.0,36000,460,Boeing 777,N268SK,D9
CM-64,WN164,Southwest,WN,arriving,LAX,LGA,14:34,delayed,94,78.0,25.0,35000,460,Boeing 737 MAX 8,N282SK,C23
CM-132,G4232,Allegiant,G4,arriving,ORD,LGA,18:42,delayed,77,64.0,35.0,34000,440,Boeing 737-800,N386SK,B7
CM-160,WN260,Southwest,WN,arriving,ORD,LGA,20:58,delayed,103,92.0,85.0,32000,440,Boeing 737 MAX 8,N414SK,E5
CM-420,DL520,Delta,DL,departing,LGA,PHX,06:00,inAir,0,15.0,5.0,28000,380,Boeing 737-800,N800SK,A1
CM-421,WN521,Southwest,WN,departing,LGA,IAH,08:07,inAir,3,16.0,10.0,29000,390,Airbus A320,N801SK,B2
CM-424,UA524,United,UA,departing,LGA,JFK,14:28,inAir,12,19.0,25.0,32000,420,Boeing 737 MAX 8,N804SK,E5
CM-425,AS525,Alaska Airlines,AS,departing,LGA,LAX,16:35,inAir,1,20.0,30.0,33000,430,Embraer E175,N805SK,A6
CM-427,AA527,American Airlines,AA,departing,LGA,ORD,20:49,inAir,7,22.0,40.0,35000,450,Airbus A320,N807SK,C8
CM-429,F9529,Frontier,F9,departing,LGA,DFW,06:03,inAir,13,24.0,50.0,37000,470,Airbus A321neo,N809SK,E10
CM-430,DL530,Delta,DL,departing,LGA,DEN,08:10,inAir,2,25.0,55.0,38000,480,Boeing 737 MAX 8,N810SK,A11
CM-432,NK532,Spirit,NK,departing,LGA,MIA,12:24,inAir,8,27.0,65.0,40000,500,Boeing 737-800,N812SK,C13
CM-435,AS535,Alaska Airlines,AS,departing,LGA,IAH,18:45,inAir,3,30.0,80.0,28000,390,Airbus A321neo,N815SK,A16
CM-436,HA536,Hawaiian,HA,departing,LGA,MSP,20:52,inAir,6,31.0,85.0,29000,400,Boeing 737 MAX 8,N816SK,B17
CM-439,F9539,Frontier,F9,departing,LGA,LAX,08:13,inAir,1,6.0,10.0,32000,430,Airbus A320,N819SK,E20
CM-441,WN541,Southwest,WN,departing,LGA,ORD,12:27,inAir,7,8.0,20.0,34000,450,Airbus A321neo,N821SK,B22
CM-443,G4543,Allegiant,G4,departing,LGA,DFW,16:41,inAir,13,10.0,30.0,36000,470,Embraer E175,N823SK,D24
CM-445,AS545,Alaska Airlines,AS,departing,LGA,SEA,20:55,inAir,5,12.0,40.0,38000,490,Airbus A320,N825SK,A26
CM-446,HA546,Hawaiian,HA,departing,LGA,MIA,22:02,inAir,8,13.0,45.0,39000,500,Boeing 777,N826SK,B27
CM-448,B6548,JetBlue,B6,departing,LGA,PHX,08:16,inAir,0,15.0,55.0,41000,380,Boeing 737 MAX 8,N828SK,D29
CM-450,DL550,Delta,DL,departing,LGA,MSP,12:30,inAir,6,17.0,65.0,28000,400,Boeing 737-800,N830SK,A1
CM-453,G4553,Allegiant,G4,departing,LGA,LAX,18:51,inAir,1,20.0,80.0,31000,430,Airbus A321neo,N833SK,D4
CM-455,AS555,Alaska Airlines,AS,departing,LGA,ORD,22:05,inAir,7,22.0,90.0,33000,450,Embraer E175,N835SK,A6
CM-456,HA556,Hawaiian,HA,departing,LGA,SFO,06:12,inAir,10,23.0,5.0,34000,460,Boeing 737-800,N836SK,B7
CM-460,DL560,Delta,DL,departing,LGA,MIA,14:40,inAir,8,27.0,25.0,38000,500,Boeing 737 MAX 8,N840SK,A11
