# ===== SKYLYTICS MOCK DATA — PHX (Phoenix Sky Harbor International) =====
# Matches ConnectedMockData.swift deterministic values

## DASHBOARD STATS
active_nodes,high_risk_count,est_impact_minutes,net_sync
2156,567,6.2,0.55

## HOURLY DELAY PATTERN (avg minutes per hour)
01:00,03:00,05:00,07:00,09:00,11:00,13:00,15:00,17:00,19:00,21:00,23:00
4,7,11,18,22,26,29,35,32,23,11,6

## TOP RISK ROUTES
origin,destination,risk_score,avg_delay_minutes
PHX,IAH,0.31,48
PHX,MSP,0.48,15
PHX,DTW,0.65,22
PHX,JFK,0.82,29
PHX,LAX,0.39,36

## FLIGHTS (42 departing + 14 arriving = 42 total)
id,callsign,airline,airline_code,flight_direction,origin,destination,dep_time,status,delay_minutes,delay_probability_%,progress_%,altitude_ft,speed_kts,aircraft_type,tail_number,gate
CM-489,HA589,Hawaiian,HA,departing,PHX,LGA,06:09,delayed,94,93.0,50.0,40000,510,Airbus A321neo,N887SK,C28
CM-491,B6591,JetBlue,B6,departing,PHX,MSP,10:23,atRisk,23,55.0,60.0,42000,390,Embraer E175,N889SK,E30
CM-494,WN594,Southwest,WN,departing,PHX,LAX,16:44,atRisk,44,58.0,75.0,30000,420,Boeing 777,N892SK,C3
CM-496,G4596,Allegiant,G4,departing,PHX,ORD,20:58,delayed,58,60.0,85.0,32000,440,Boeing 737 MAX 8,N894SK,E5
CM-499,HA599,Hawaiian,HA,departing,PHX,DEN,08:19,atRisk,79,63.0,10.0,35000,470,Airbus A320,N897SK,C8
CM-501,B6601,JetBlue,B6,departing,PHX,MIA,12:33,delayed,93,65.0,20.0,37000,490,Airbus A321neo,N899SK,E10
CM-24,UA124,United,UA,arriving,JFK,PHX,18:48,atRisk,103,79.0,35.0,37000,480,Boeing 737-800,N224SK,E25
CM-79,HA179,Hawaiian,HA,arriving,LAX,PHX,08:19,atRisk,29,93.0,10.0,35000,470,Airbus A320,N297SK,C8
CM-92,HA192,Hawaiian,HA,arriving,ATL,PHX,22:56,atRisk,86,65.0,45.0,36000,460,Boeing 777,N328SK,D9
CM-106,DL206,Delta,DL,arriving,ATL,PHX,14:34,delayed,99,79.0,25.0,35000,460,Boeing 737 MAX 8,N342SK,C23
CM-174,NK274,Spirit,NK,arriving,SFO,PHX,18:42,delayed,82,65.0,35.0,34000,440,Boeing 737-800,N446SK,B7
CM-462,F9562,Frontier,F9,departing,PHX,IAH,06:00,inAir,0,16.0,5.0,28000,380,Boeing 737-800,N860SK,A1
CM-463,DL563,Delta,DL,departing,PHX,MSP,08:07,inAir,3,17.0,10.0,29000,390,Airbus A320,N861SK,B2
CM-466,G4566,Allegiant,G4,departing,PHX,LAX,14:28,inAir,12,20.0,25.0,32000,420,Boeing 737 MAX 8,N864SK,E5
CM-467,UA567,United,UA,departing,PHX,ATL,16:35,inAir,1,21.0,30.0,33000,430,Embraer E175,N865SK,A6
CM-469,HA569,Hawaiian,HA,departing,PHX,SFO,20:49,inAir,7,23.0,40.0,35000,450,Airbus A320,N867SK,C8
CM-471,B6571,JetBlue,B6,departing,PHX,DEN,06:03,inAir,13,25.0,50.0,37000,470,Airbus A321neo,N869SK,E10
CM-472,F9572,Frontier,F9,departing,PHX,SEA,08:10,inAir,2,26.0,55.0,38000,480,Boeing 737 MAX 8,N870SK,A11
CM-474,WN574,Southwest,WN,departing,PHX,BOS,12:24,inAir,8,28.0,65.0,40000,500,Boeing 737-800,N872SK,C13
CM-477,UA577,United,UA,departing,PHX,MSP,18:45,inAir,3,31.0,80.0,28000,390,Airbus A321neo,N875SK,A16
CM-478,AS578,Alaska Airlines,AS,departing,PHX,DTW,20:52,inAir,6,32.0,85.0,29000,400,Boeing 737 MAX 8,N876SK,B17
CM-481,B6581,JetBlue,B6,departing,PHX,ATL,08:13,inAir,1,7.0,10.0,32000,430,Airbus A320,N879SK,E20
CM-483,DL583,Delta,DL,departing,PHX,SFO,12:27,inAir,7,9.0,20.0,34000,450,Airbus A321neo,N881SK,B22
CM-485,NK585,Spirit,NK,departing,PHX,DEN,16:41,inAir,13,11.0,30.0,36000,470,Embraer E175,N883SK,D24
CM-487,UA587,United,UA,departing,PHX,MIA,20:55,inAir,5,13.0,40.0,38000,490,Airbus A320,N885SK,A26
CM-488,AS588,Alaska Airlines,AS,departing,PHX,BOS,22:02,inAir,8,14.0,45.0,39000,500,Boeing 777,N886SK,B27
CM-490,AA590,American Airlines,AA,departing,PHX,IAH,08:16,inAir,0,16.0,55.0,41000,380,Boeing 737 MAX 8,N888SK,D29
CM-492,F9592,Frontier,F9,departing,PHX,DTW,12:30,inAir,6,18.0,65.0,28000,400,Boeing 737-800,N890SK,A1
CM-495,NK595,Spirit,NK,departing,PHX,ATL,18:51,inAir,1,21.0,80.0,31000,430,Airbus A321neo,N893SK,D4
CM-497,UA597,United,UA,departing,PHX,SFO,22:05,inAir,7,23.0,90.0,33000,450,Embraer E175,N895SK,A6
CM-498,AS598,Alaska Airlines,AS,departing,PHX,DFW,06:12,inAir,10,24.0,5.0,34000,460,Boeing 737-800,N896SK,B7
CM-502,F9602,Frontier,F9,departing,PHX,BOS,14:40,inAir,8,28.0,25.0,38000,500,Boeing 737 MAX 8,N100SK,A11
