# ===== SKYLYTICS MOCK DATA — MIA (Miami International) =====
# Matches ConnectedMockData.swift deterministic values

## DASHBOARD STATS
active_nodes,high_risk_count,est_impact_minutes,net_sync
1634,289,3.5,0.74

## HOURLY DELAY PATTERN (avg minutes per hour)
01:00,03:00,05:00,07:00,09:00,11:00,13:00,15:00,17:00,19:00,21:00,23:00
6,9,13,21,27,32,36,43,40,29,14,8

## TOP RISK ROUTES
origin,destination,risk_score,avg_delay_minutes
MIA,BOS,0.58,39
MIA,LGA,0.75,46
MIA,PHX,0.32,53
MIA,IAH,0.49,20
MIA,MSP,0.66,27

## FLIGHTS (42 departing + 14 arriving = 42 total)
id,callsign,airline,airline_code,flight_direction,origin,destination,dep_time,status,delay_minutes,delay_probability_%,progress_%,altitude_ft,speed_kts,aircraft_type,tail_number,gate
CM-348,UA448,United,UA,departing,MIA,DEN,12:24,inAir,8,25.0,65.0,40000,500,Boeing 737-800,N692SK,C13
CM-351,AA451,American Airlines,AA,departing,MIA,LGA,18:45,inAir,3,28.0,80.0,28000,390,Airbus A321neo,N695SK,A16
CM-352,B6452,JetBlue,B6,departing,MIA,PHX,20:52,inAir,6,29.0,85.0,29000,400,Boeing 737 MAX 8,N696SK,B17
CM-355,WN455,Southwest,WN,departing,MIA,DTW,08:13,inAir,1,32.0,10.0,32000,430,Airbus A320,N699SK,E20
CM-357,G4457,Allegiant,G4,departing,MIA,LAX,12:27,inAir,7,6.0,20.0,34000,450,Airbus A321neo,N701SK,B22
CM-359,AS459,Alaska Airlines,AS,departing,MIA,ORD,16:41,inAir,13,8.0,30.0,36000,470,Embraer E175,N703SK,D24
CM-361,AA461,American Airlines,AA,departing,MIA,DFW,20:55,inAir,5,10.0,40.0,38000,490,Airbus A320,N705SK,A26
CM-362,B6462,JetBlue,B6,departing,MIA,DEN,22:02,inAir,8,11.0,45.0,39000,500,Boeing 777,N706SK,B27
CM-364,DL464,Delta,DL,departing,MIA,BOS,08:16,inAir,0,13.0,55.0,41000,380,Boeing 737 MAX 8,N708SK,D29
CM-366,NK466,Spirit,NK,departing,MIA,PHX,12:30,inAir,6,15.0,65.0,28000,400,Boeing 737-800,N710SK,A1
CM-369,AS469,Alaska Airlines,AS,departing,MIA,DTW,18:51,inAir,1,18.0,80.0,31000,430,Airbus A321neo,N713SK,D4
CM-371,AA471,American Airlines,AA,departing,MIA,LAX,22:05,inAir,7,20.0,90.0,33000,450,Embraer E175,N715SK,A6
CM-372,B6472,JetBlue,B6,departing,MIA,ATL,06:12,inAir,10,21.0,5.0,34000,460,Boeing 737-800,N716SK,B7
