# ===== SKYLYTICS MOCK DATA — MSP (Minneapolis-Saint Paul International) =====
# Matches ConnectedMockData.swift deterministic values

## DASHBOARD STATS
active_nodes,high_risk_count,est_impact_minutes,net_sync
1845,398,4.9,0.63

## HOURLY DELAY PATTERN (avg minutes per hour)
01:00,03:00,05:00,07:00,09:00,11:00,13:00,15:00,17:00,19:00,21:00,23:00
6,10,15,23,19,29,26,34,38,27,13,7

## TOP RISK ROUTES
origin,destination,risk_score,avg_delay_minutes
MSP,DTW,0.53,54
MSP,JFK,0.7,21
MSP,LAX,0.87,28
MSP,ATL,0.44,35
MSP,ORD,0.61,42

## FLIGHTS (42 departing + 14 arriving = 42 total)
id,callsign,airline,airline_code,flight_direction,origin,destination,dep_time,status,delay_minutes,delay_probability_%,progress_%,altitude_ft,speed_kts,aircraft_type,tail_number,gate
CM-580,WN680,Southwest,WN,departing,MSP,DFW,20:58,delayed,68,62.0,85.0,32000,440,Boeing 737 MAX 8,N214SK,E5
CM-583,UA683,United,UA,departing,MSP,MIA,08:19,atRisk,89,65.0,10.0,35000,470,Airbus A320,N217SK,C8
CM-585,HA685,Hawaiian,HA,departing,MSP,LGA,12:33,delayed,103,67.0,20.0,37000,490,Airbus A321neo,N219SK,E10
CM-53,DL153,Delta,DL,arriving,LAX,MSP,10:17,atRisk,102,67.0,60.0,39000,490,Embraer E175,N271SK,B12
CM-81,B6181,JetBlue,B6,arriving,LAX,MSP,12:33,delayed,43,55.0,20.0,37000,490,Airbus A321neo,N299SK,E10
CM-108,NK208,Spirit,NK,arriving,ATL,MSP,18:48,atRisk,28,81.0,35.0,37000,480,Boeing 737-800,N344SK,E25
CM-163,UA263,United,UA,arriving,ORD,MSP,08:19,atRisk,39,55.0,10.0,35000,470,Airbus A320,N417SK,C8
CM-176,UA276,United,UA,arriving,SFO,MSP,22:56,atRisk,96,67.0,45.0,36000,460,Boeing 777,N448SK,D9
CM-190,B6290,JetBlue,B6,arriving,SFO,MSP,14:34,delayed,24,81.0,25.0,35000,460,Boeing 737 MAX 8,N462SK,C23
CM-546,AA646,American Airlines,AA,departing,MSP,DTW,06:00,inAir,0,18.0,5.0,28000,380,Boeing 737-800,N180SK,A1
CM-547,B6647,JetBlue,B6,departing,MSP,JFK,08:07,inAir,3,19.0,10.0,29000,390,Airbus A320,N181SK,B2
CM-550,WN650,Southwest,WN,departing,MSP,ORD,14:28,inAir,12,22.0,25.0,32000,420,Boeing 737 MAX 8,N184SK,E5
CM-551,NK651,Spirit,NK,departing,MSP,SFO,16:35,inAir,1,23.0,30.0,33000,430,Embraer E175,N185SK,A6
CM-553,UA653,United,UA,departing,MSP,DEN,20:49,inAir,7,25.0,40.0,35000,450,Airbus A320,N187SK,C8
CM-555,HA655,Hawaiian,HA,departing,MSP,MIA,06:03,inAir,13,27.0,50.0,37000,470,Airbus A321neo,N189SK,E10
CM-556,AA656,American Airlines,AA,departing,MSP,BOS,08:10,inAir,2,28.0,55.0,38000,480,Boeing 737 MAX 8,N190SK,A11
CM-558,F9658,Frontier,F9,departing,MSP,PHX,12:24,inAir,8,30.0,65.0,40000,500,Boeing 737-800,N192SK,C13
CM-561,NK661,Spirit,NK,departing,MSP,JFK,18:45,inAir,3,5.0,80.0,28000,390,Airbus A321neo,N195SK,A16
CM-562,G4662,Allegiant,G4,departing,MSP,LAX,20:52,inAir,6,6.0,85.0,29000,400,Boeing 737 MAX 8,N196SK,B17
CM-565,HA665,Hawaiian,HA,departing,MSP,SFO,08:13,inAir,1,9.0,10.0,32000,430,Airbus A320,N199SK,E20
CM-567,B6667,JetBlue,B6,departing,MSP,DEN,12:27,inAir,7,11.0,20.0,34000,450,Airbus A321neo,N201SK,B22
CM-569,DL669,Delta,DL,departing,MSP,MIA,16:41,inAir,13,13.0,30.0,36000,470,Embraer E175,N203SK,D24
CM-571,NK671,Spirit,NK,departing,MSP,LGA,20:55,inAir,5,15.0,40.0,38000,490,Airbus A320,N205SK,A26
CM-572,G4672,Allegiant,G4,departing,MSP,PHX,22:02,inAir,8,16.0,45.0,39000,500,Boeing 777,N206SK,B27
CM-574,AS674,Alaska Airlines,AS,departing,MSP,DTW,08:16,inAir,0,18.0,55.0,41000,380,Boeing 737 MAX 8,N208SK,D29
CM-576,AA676,American Airlines,AA,departing,MSP,LAX,12:30,inAir,6,20.0,65.0,28000,400,Boeing 737-800,N210SK,A1
CM-579,DL679,Delta,DL,departing,MSP,SFO,18:51,inAir,1,23.0,80.0,31000,430,Airbus A321neo,N213SK,D4
CM-581,NK681,Spirit,NK,departing,MSP,DEN,22:05,inAir,7,25.0,90.0,33000,450,Embraer E175,N215SK,A6
CM-582,G4682,Allegiant,G4,departing,MSP,SEA,06:12,inAir,10,26.0,5.0,34000,460,Boeing 737-800,N216SK,B7
